committee_id,committee_name,Political Affiliation
C00420059,,G
C00420067,,D
C00420075,,D
C00420083,,H
C00420091,,D
C00420117,,D
C00420141,,D
C00420158,,D
C00420166,,D
C00420174,,R
C00420182,,D
C00420190,,D
C00420216,,D
C00420224,,R
C00420232,,R
C00420240,,R
C00420315,,R
C00420331,,D
C00420349,,D
C00420356,,G
C00420364,,R
C00420372,,D
C00420430,,D
C00420455,,D
C00420463,,D
C00420471,,R
C00420489,,D
C00420497,"FRIENDS OF PORK, OHIO PORK PRODUCERS PAC",R
C00420505,,D
C00420521,,R
C00420547,,D
C00420562,,R
C00420570,,D
C00420604,,R
C00420612,,R
C00420620,,D
C00420638,,R
C00420653,,D
C00420679,,R
C00420711,,D
C00420729,,R
C00420737,,D
C00420745,,R
C00420752,,D
C00420760,,D
C00420778,,D
C00420810,,D
C00420828,,R
C00420836,,R
C00420851,,R
C00420877,,D
C00420885,,R
C00420893,,D
C00420901,,R
C00420927,,G
C00420935,KEVIN MCCARTHY FOR CONGRESS,R
C00420950,"PIONEER NATURAL RESOURCES USA, INC. FEDERAL POLITICAL ACTION COMMITTEE",R
C00420968,,D
C00420992,,G
C00421032,,R
C00421073,,D
C00421081,,NPA
C00421099,,I
C00421107,,D
C00421115,,D
C00421123,,R
C00421131,,R
C00421149,,R
C00421156,,D
C00421164,,D
C00421206,,D
C00421248,,D
C00421263,,R
C00421271,,D
C00421313,,G
C00421339,,D
C00421347,,D
C00421354,,R
C00421362,,D
C00421396,,D
C00421404,,D
C00421412,,R
C00421446,,D
C00421453,,D
C00421461,,R
C00421479,,R
C00421495,,R
C00421503,,R
C00421511,,D
C00421537,,I
C00421552,,R
C00421560,,R
C00421578,,D
C00421586,,D
C00421594,,D
C00421602,,D
C00421628,,R
C00421669,,D
C00421677,,R
C00421685,,D
C00421693,,D
C00421701,,R
C00421719,,R
C00421727,,R
C00421750,,R
C00421776,,R
C00421784,,R
C00421792,,D
C00421826,,D
C00421834,,R
C00421842,,D
C00421859,,R
C00421867,,D
C00421875,,R
C00421883,,D
C00421891,,R
C00421909,,D
C00421917,,R
C00421925,,G
C00421933,,I
C00421941,,I
C00421966,,D
C00421982,SOLAR ENERGY INDUSTRIES ASSOCIATION PAC (SOLARPAC),N
C00422022,,D
C00422048,,R
C00422063,,D
C00422071,,D
C00422089,,D
C00422097,,R
C00422105,,D
C00422113,,R
C00422121,,R
C00422139,,D
C00422147,,I
C00422154,,D
C00422212,,D
C00422220,,R
C00422238,,UNK
C00422253,,D
C00422261,,R
C00422295,,D
C00422303,,UNK
C00422311,,D
C00422329,,D
C00422337,,D
C00422345,,D
C00422360,,D
C00422386,,R
C00422402,,D
C00422410,,D
C00422428,,D
C00422469,,R
C00422477,,D
C00422519,,D
C00422584,,D
C00422592,,R
C00422600,,D
C00422618,,R
C00422626,,D
C00422634,,D
C00422642,,D
C00422659,,D
C00422683,,D
C00422717,,R
C00422725,,R
C00422733,,R
C00422758,,G
C00422766,,R
C00422774,FRONTLINE USA,D
C00422782,,UNK
C00422790,,UNK
C00422808,,UNK
C00422816,,UNK
C00422840,,R
C00422857,,D
C00422865,,D
C00422915,,D
C00422923,,D
C00422949,,D
C00422956,,D
C00422964,,D
C00422972,,D
C00422980,,D
C00422998,,R
C00423004,,D
C00423012,LIBERTARIAN PARTY OF NEVADA,L
C00423020,,H
C00423038,,R
C00423046,,R
C00423053,,I
C00423061,,R
C00423111,,NNE
C00423129,,H
C00423137,,D
C00423145,,D
C00423152,,R
C00423160,,I
C00423178,,R
C00423186,,D
C00423194,,D
C00423202,,D
C00423210,,R
C00423251,,R
C00423269,,R
C00423277,,R
C00423285,,R
C00423293,,R
C00423319,,R
C00423327,,R
C00423335,,R
C00423343,,D
C00423350,,R
C00423368,,D
C00423376,,D
C00423384,,R
C00423392,,R
C00423400,,D
C00423418,,D
C00423483,,R
C00423491,,R
C00423509,,R
C00423517,,I
C00423541,,R
C00423558,,D
C00423566,,D
C00423608,,R
C00423624,,R
C00423632,,R
C00423640,,D
C00423657,,I
C00423681,,B
C00423707,,R
C00423715,,D
C00423723,,D
C00423772,,R
C00423798,,D
C00423806,,D
C00423889,,D
C00423897,,D
C00423921,,D
C00423947,,I
C00424028,,D
C00424036,,D
C00424044,,D
C00424051,,D
C00424077,,D
C00424093,,H
C00424101,,R
C00424119,,R
C00424127,,D
C00424135,,G
C00424176,,D
C00424218,REALOGY HOLDINGS CORPORATION PAC (REALOGY PAC),N
C00424226,,D
C00424234,,R
C00424242,,R
C00424267,,I
C00424275,,D
C00424291,,R
C00424333,,I
C00424341,,D
C00424408,,R
C00424424,,D
C00424432,,D
C00424440,,D
C00424457,,R
C00424465,,R
C00424499,,R
C00424507,,D
C00424515,,D
C00424523,,D
C00424531,,R
C00424549,,I
C00424556,,R
C00424564,,D
C00424580,,R
C00424614,,NPA
C00424622,,D
C00424655,,D
C00424689,,R
C00424705,,R
C00424713,,D
C00424721,,I
C00424739,,D
C00424747,,D
C00424754,,R
C00424762,,D
C00424812,,R
C00424820,,G
C00424911,,H
C00424929,,D
C00424937,,H
C00424945,,R
C00424978,,D
C00424994,,G
C00425017,,NPA
C00425025,,R
C00425058,,GRN
C00425074,,R
C00425116,,R
C00425124,,D
C00425132,,D
C00425140,,I
C00425157,,NPA
C00425165,,O
C00425199,,R
C00425207,,D
C00425223,,D
C00425249,,D
C00425280,,G
C00425306,,R
C00425405,,R
C00425413,,D
C00425421,,D
C00425462,,D
C00425470,DEMOCRATS WIN SEATS (DWS PAC),D
C00425504,,R
C00425538,,R
C00425546,,R
C00425553,,R
C00425587,,R
C00425595,,D
C00425611,,D
C00425652,,D
C00425660,,R
C00425678,,D
C00425702,,R
C00425710,,R
C00425777,,D
C00425785,,D
C00425793,,I
C00425801,,D
C00425819,,B
C00425835,,D
C00425843,,I
C00425850,,R
C00425918,,D
C00425942,,R
C00425959,,R
C00425983,,R
C00425991,,D
C00426007,,D
C00426031,,H
C00426049,,NNE
C00426056,,H
C00426080,,R
C00426098,,D
C00426106,,B
C00426130,,H
C00426155,,D
C00426171,,D
C00426189,,R
C00426205,,R
C00426213,,R
C00426221,,D
C00426262,,I
C00426270,,D
C00426288,,D
C00426296,,D
C00426304,,I
C00426312,,D
C00426320,LIBERTARIAN PARTY OF INDIANA,L
C00426346,,R
C00426353,,I
C00426379,,R
C00426387,,R
C00426395,,D
C00426403,,GRN
C00426429,,R
C00426536,,NNE
C00426544,,D
C00426569,WESTERN ENERGY ALLIANCE PAC,R
C00426593,,R
C00426619,,D
C00426627,,R
C00426643,,R
C00426692,,H
C00426718,,R
C00426726,,D
C00426734,,H
C00426742,,R
C00426759,,I
C00426767,,G
C00426783,,D
C00426809,MADISON PAC; THE,D
C00426817,,G
C00426833,,R
C00426841,,D
C00426874,FEDERATION OF EXCHANGE ACCOMODATORS 1031 PAC,D
C00426890,,R
C00426908,,R
C00426916,,R
C00426932,,R
C00426940,,I
C00426973,,R
C00426981,,D
C00426999,,R
C00427054,,I
C00427138,,R
C00427203,PENINSULA DEMOCRATIC COALITION,D
C00427229,,D
C00427237,,D
C00427260,,D
C00427278,,D
C00427328,,D
C00427385,,G
C00427435,MAVERICK PAC USA,R
C00427443,,D
C00427450,,O
C00427468,,O
C00427476,,I
C00427492,,R
C00427575,EASTERN WASHINGTON VOTERS,D
C00427609,,R
C00427617,BLUE AMERICA PAC,D
C00427658,,O
C00427682,,B
C00427690,,R
C00427708,,R
C00427732,,D
C00427740,,D
C00427757,,D
C00427765,,R
C00427773,DULLES AREA DEMOCRATS,D
C00427799,,I
C00427807,,D
C00427831,,R
C00427856,,D
C00427880,,H
C00427898,,R
C00427914,,D
C00427948,,D
C00428052,MAJORITY COMMITTEE PAC--MC PAC,R
C00428151,,R
C00428169,,D
C00428177,,R
C00428193,,D
C00428201,,R
C00428235,,FRE
C00428276,,D
C00428284,,I
C00428292,,R
C00428318,,R
C00428342,,D
C00428359,,G
C00428367,,D
C00428375,,D
C00428391,REPUBLIC SVCS. INC. EMPLOYEES FOR BETTER GOVT. PAC,R
C00428417,,I
C00428425,,D
C00428458,,D
C00428466,,D
C00428490,,G
C00428508,,I
C00428516,,D
C00428532,,D
C00428557,COLOROFCHANGE PAC,D
C00428565,,D
C00428581,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 965 PEF,R
C00428599,,I
C00428607,,R
C00428615,,D
C00428623,GOOGLE LLC NETPAC,N
C00428631,,O
C00428649,,WF
C00428664,,G
C00428698,,H
C00428706,NORTHEAST TENNESSEE DEMOCRAT RESOURCE CENTER,D
C00428722,,D
C00428755,,O
C00428763,,O
C00428771,,D
C00428789,,R
C00428797,,D
C00428821,,R
C00428847,,I
C00428920,,R
C00428953,,I
C00428961,,H
C00428987,,I
C00429027,,R
C00429068,,I
C00429100,,R
C00429167,,I
C00429191,,R
C00429225,,D
C00429282,,R
C00429316,,O
C00429324,,D
C00429332,,D
C00429340,,R
C00429365,,D
C00429373,,UNK
C00429415,,D
C00429431,,R
C00429449,,R
C00429456,,O
C00429464,,D
C00429514,,D
C00429522,,D
C00429548,,R
C00429555,,D
C00429563,,D
C00429589,,D
C00429605,,D
C00429613,,D
C00429621,,D
C00429647,,H
C00429654,,I
C00429662,ENBRIDGE (U.S.) INC. POLITICAL ACTION COMMITTEE (ENBRIDGE-DCP PAC),R
C00429696,,D
C00429704,,I
C00429720,,D
C00429738,,O
C00429795,,D
C00429803,,P
C00429845,,G
C00429852,WELLS FARGO AND COMPANY NORTH CAROLINA EMPLOYEES GOOD GOVERNMENT FUND,N
C00429894,,R
C00429902,,D
C00430025,,B
C00430058,,H
C00430108,,D
C00430132,,O
C00430157,"CHENIERE ENERGY, INC. PAC",N
C00430231,,I
C00430264,,H
C00430280,IMMIGRANTS' LIST,D
C00430306,,D
C00430314,,R
C00430330,,I
C00430355,,R
C00430454,,D
C00430462,,R
C00430470,,R
C00430496,,R
C00430504,,R
C00430512,,R
C00430520,,R
C00430553,,D
C00430603,,G
C00430629,,I
C00430637,,I
C00430652,,D
C00430660,,H
C00430686,,D
C00430702,,R
C00430710,,R
C00430728,,D
C00430736,,I
C00430751,,D
C00430769,,D
C00430793,,I
C00430801,,R
C00430827,,R
C00430934,,R
C00430942,,D
C00430959,,D
C00430975,,D
C00430991,FRIENDS FOR GREGORY MEEKS,D
C00431015,,R
C00431031,,R
C00431049,,D
C00431056,,D
C00431080,,D
C00431114,"KBR, INC. PAC",N
C00431148,,UNK
C00431163,,R
C00431171,,R
C00431189,,D
C00431205,,D
C00431262,,D
C00431288,,R
C00431304,,D
C00431312,SECURITIES INDUSTRY AND FINANCIAL MARKETS ASSOCIATION POLITICAL ACTION COMMITTEE,N
C00431320,,R
C00431338,,I
C00431353,KLOBUCHAR FOR MINNESOTA,D
C00431361,TEACHERS INSURANCE ANNUITY ASSOCIATION OF AMERICA PAC (TIAA PAC),N
C00431379,CHRIS DODD FOR PRESIDENT INC,D
C00431411,,R
C00431445,,D
C00431494,,I
C00431502,,D
C00431510,,H
C00431536,,D
C00431569,,D
C00431577,,D
C00431585,,R
C00431593,,D
C00431601,OCEANS PAC,D
C00431619,,R
C00431627,,D
C00431643,,R
C00431668,,D
C00431684,,NNE
C00431692,,R
C00431718,,D
C00431791,,HOS
C00431809,,R
C00431817,,I
C00431825,,I
C00431833,,O
C00431841,,D
C00431866,,D
C00431874,FOLLOW THE NORTH STAR FUND,D
C00431882,,R
C00431908,,R
C00431916,,D
C00431924,KIDNEY CARE PARTNERS POLITICAL ACTION COMMITTEE,N
C00431932,OVINTIV USA INC. PAC,R
C00431940,,I
C00431999,,D
C00432013,,R
C00432021,,D
C00432039,,NNE
C00432047,,R
C00432062,,H
C00432070,,I
C00432088,,R
C00432096,KEYSTONE ALLIANCE POLITICAL ACTION COMMITTEE,R
C00432120,,R
C00432138,,I
C00432146,,R
C00432179,,R
C00432187,,R
C00432195,,R
C00432245,,R
C00432252,REGIONS FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,R
C00432260,CLUB FOR GROWTH PAC,R
C00432344,,R
C00432351,,R
C00432377,,UNK
C00432393,CRUISE LINES INTERNATIONAL ASSOCIATION PAC (CLIA PAC),N
C00432401,,D
C00432435,,R
C00432443,,I
C00432476,,R
C00432484,,D
C00432492,,I
C00432500,,I
C00432518,,D
C00432526,TURKISH COALITON USA PAC (TC-USA PAC),N
C00432591,,D
C00432666,,R
C00432674,,D
C00432682,,D
C00432690,,I
C00432708,,I
C00432716,,R
C00432732,,D
C00432740,,I
C00432799,,R
C00432807,,D
C00432815,LOCAL 399 INTERNATIONAL UNION OF OPERATING ENGINEERS FEDERAL PAC (LOCAL 399 IUOE FED PAC),D
C00432872,,R
C00432898,,R
C00432906,,R
C00432914,,R
C00432948,,R
C00432955,,R
C00433128,,D
C00433136,,D
C00433151,,R
C00433193,,R
C00433219,FUND FOR THE MAJORITY PAC,D
C00433235,,D
C00433243,,D
C00433276,,D
C00433318,,D
C00433367,,D
C00433375,,R
C00433383,,D
C00433391,,D
C00433409,,H
C00433433,,G
C00433441,,I
C00433458,,R
C00433516,,R
C00433524,,R
C00433557,,D
C00433565,,R
C00433573,,D
C00433581,,R
C00433623,,R
C00433631,,H
C00433649,,D
C00433656,,D
C00433698,,NNE
C00433706,,CIT
C00433714,,D
C00433722,,H
C00433730,,R
C00433748,,D
C00433763,,D
C00433771,,O
C00433789,,O
C00433813,,D
C00433821,,R
C00433847,,R
C00433854,,D
C00433888,,D
C00433920,,R
C00433938,,R
C00433953,,D
C00433979,,D
C00433987,,R
C00434001,,R
C00434019,,R
C00434027,,R
C00434035,,R
C00434084,,R
C00434100,,O
C00434126,,R
C00434134,,R
C00434167,,R
C00434175,,D
C00434191,,D
C00434209,,R
C00434225,,D
C00434241,,D
C00434258,,R
C00434308,,D
C00434316,,O
C00434324,,D
C00434340,,D
C00434381,,R
C00434399,,D
C00434407,,GOP
C00434415,,R
C00434423,,R
C00434449,,R
C00434456,,D
C00434464,,D
C00434472,,D
C00434480,,R
C00434498,,D
C00434506,,D
C00434514,,D
C00434522,,R
C00434530,,D
C00434548,,R
C00434555,,D
C00434563,,D
C00434571,,D
C00434589,,D
C00434597,,D
C00434605,,D
C00434613,,R
C00434621,,D
C00434639,,R
C00434647,,D
C00434654,,D
C00434662,,D
C00434670,,D
C00434688,,I
C00434720,,D
C00434738,,R
C00434746,,D
C00434753,,R
C00434795,,I
C00434829,,R
C00434837,,R
C00434845,,D
C00434852,,D
C00434878,,D
C00434886,,D
C00434910,,D
C00434928,,R
C00434936,,D
C00434944,,D
C00434951,,R
C00434977,,D
C00434985,,R
C00434993,,D
C00435008,,R
C00435016,,D
C00435057,,D
C00435065,,D
C00435081,,R
C00435099,,D
C00435115,,D
C00435123,,D
C00435156,,D
C00435164,,D
C00435172,,R
C00435180,,D
C00435198,,R
C00435248,,R
C00435305,,D
C00435313,,R
C00435339,,R
C00435354,,R
C00435370,,D
C00435388,,R
C00435396,,I
C00435404,,R
C00435412,,D
C00435420,,R
C00435438,,R
C00435446,,D
C00435487,,R
C00435511,,AMP
C00435529,,D
C00435537,,R
C00435545,,R
C00435560,,D
C00435578,,D
C00435586,,D
C00435610,,D
C00435628,,R
C00435636,,D
C00435644,,R
C00435669,,D
C00435685,,R
C00435693,,R
C00435719,,R
C00435743,,D
C00435750,,O
C00435768,,D
C00435776,,R
C00435826,,D
C00435834,,NAT
C00435842,,D
C00435859,,D
C00435867,,I
C00435875,,R
C00435883,,D
C00435891,,D
C00435917,,D
C00435933,AMERICAN ACADEMY OF NEUROLOGY BRAINPAC,D
C00435958,,D
C00435966,,D
C00435974,,R
C00436014,,D
C00436030,,D
C00436063,,D
C00436089,,D
C00436113,,R
C00436147,,R
C00436154,,R
C00436170,,R
C00436204,,D
C00436246,,D
C00436253,,D
C00436279,,I
C00436303,,D
C00436311,,D
C00436337,,D
C00436345,,D
C00436378,,D
C00436386,,R
C00436394,,I
C00436410,,R
C00436428,,R
C00436436,,D
C00436444,,D
C00436451,,R
C00436469,,D
C00436477,,R
C00436519,,D
C00436527,,D
C00436568,,R
C00436592,,I
C00436618,,D
C00436626,,D
C00436634,,GRN
C00436642,,R
C00436659,,D
C00436741,,R
C00436758,,D
C00436766,,D
C00436774,,UNK
C00436790,,D
C00436808,,R
C00436824,,D
C00436832,,D
C00436840,,D
C00436857,,D
C00436865,,D
C00436915,,I
C00436956,,I
C00436964,,D
C00436998,WYDEN FOR OREGON,D
C00437004,,R
C00437012,,O
C00437046,,I
C00437079,,D
C00437095,,D
C00437103,,R
C00437137,,I
C00437145,,D
C00437152,,R
C00437210,,R
C00437228,,D
C00437236,,R
C00437251,,D
C00437277,JEFF MERKLEY FOR OREGON,D
C00437285,,D
C00437293,,D
C00437301,,D
C00437335,,G
C00437343,,R
C00437350,,D
C00437368,,D
C00437376,LEGACY POLITICAL FUND,R
C00437434,,I
C00437442,,R
C00437459,,R
C00437533,,NAT
C00437541,,D
C00437558,,D
C00437574,,D
C00437582,,D
C00437590,,D
C00437608,,R
C00437616,,D
C00437640,,D
C00437665,,R
C00437673,,NNE
C00437681,,R
C00437707,,R
C00437715,,R
C00437756,,R
C00437764,,D
C00437772,,D
C00437830,,R
C00437848,,R
C00437855,,I
C00437863,,D
C00437871,,D
C00437889,PETERS FOR MICHIGAN,D
C00437897,,D
C00437905,,D
C00437913,,R
C00437921,,R
C00437947,,R
C00437954,,GRN
C00437962,,R
C00437996,,R
C00438028,,D
C00438051,DISCOVER FINANCIAL SERVICES POLITICAL ACTION COMMITTEE,D
C00438069,,D
C00438077,,R
C00438085,,R
C00438101,,R
C00438127,,R
C00438135,,R
C00438143,,R
C00438150,,D
C00438168,,R
C00438184,,R
C00438200,,R
C00438218,,H
C00438226,,R
C00438242,,R
C00438275,,R
C00438309,,R
C00438317,,R
C00438325,,D
C00438341,,D
C00438366,,D
C00438374,,D
C00438382,,I
C00438390,,I
C00438408,,R
C00438416,,D
C00438424,,D
C00438432,,D
C00438440,,D
C00438457,,R
C00438473,,R
C00438499,,R
C00438507,,R
C00438523,,D
C00438556,,H
C00438564,,D
C00438572,,I
C00438580,,R
C00438606,,R
C00438614,,R
C00438622,,D
C00438630,,R
C00438648,,R
C00438671,,R
C00438697,,R
C00438705,,O
C00438713,FRIENDS OF MARK WARNER,D
C00438739,,D
C00438754,ENERGY TRANSFER EMPLOYEE MANAGEMENT COMPANY PAC (ENERGY TRANSFER PAC),R
C00438762,,R
C00438788,,D
C00438812,,I
C00438820,,R
C00438846,,D
C00438853,,D
C00438861,,R
C00438879,,R
C00438887,,G
C00438895,,D
C00438903,,R
C00438911,,D
C00438929,,NNE
C00438937,,D
C00438945,,R
C00438952,,D
C00438960,,UNK
C00438978,IOWA RENEWABLE FUELS ASSOCIATION PAC - IRFA PAC,D
C00438986,,D
C00438994,,D
C00439000,,D
C00439018,,D
C00439026,,O
C00439059,,D
C00439067,,D
C00439075,,D
C00439083,,R
C00439091,,R
C00439109,,D
C00439117,,D
C00439125,,D
C00439133,,D
C00439158,,D
C00439166,,I
C00439182,,D
C00439190,,R
C00439216,ENTERTAINMENT SOFTWARE ASSOCIATION PAC (ESA PAC),N
C00439224,,D
C00439232,,D
C00439240,,R
C00439257,,D
C00439315,,D
C00439331,,D
C00439349,,D
C00439356,,D
C00439364,,D
C00439372,,R
C00439380,,R
C00439430,,R
C00439448,,R
C00439455,,D
C00439463,,D
C00439471,,R
C00439489,,D
C00439497,,D
C00439505,,R
C00439513,,R
C00439539,,R
C00439547,,D
C00439570,,R
C00439596,,D
C00439604,,R
C00439612,,GRN
C00439620,,I
C00439646,DEMOC PAC,D
C00439653,,D
C00439661,,R
C00439679,,D
C00439687,,D
C00439695,,R
C00439703,,D
C00439737,,R
C00439745,,R
C00439760,,R
C00439778,,R
C00439786,,D
C00439802,,R
C00439810,,D
C00439851,,R
C00439869,,R
C00439877,,R
C00439885,,D
C00439893,,D
C00439901,,R
C00439919,,D
C00439927,,O
C00439935,,R
C00439943,,R
C00439950,,R
C00439968,,R
C00439992,KEYSTONE AMERICA PAC,D
C00440016,,D
C00440032,PROMOTING OUR REPUBLICAN TEAM PAC,R
C00440057,,R
C00440073,,R
C00440081,,R
C00440099,,R
C00440107,,D
C00440115,,R
C00440149,,D
C00440156,,D
C00440172,,D
C00440180,,R
C00440198,,D
C00440206,,D
C00440230,,D
C00440248,,R
C00440255,,R
C00440263,,I
C00440271,,D
C00440289,,G
C00440297,,R
C00440305,,I
C00440313,,R
C00440354,,R
C00440362,,R
C00440370,,D
C00440388,,D
C00440420,,R
C00440438,,R
C00440487,,R
C00440495,,D
C00440503,,D
C00440529,,R
C00440537,,D
C00440545,,R
C00440560,,R
C00440578,,R
C00440594,,R
C00440602,,D
C00440610,,D
C00440628,,D
C00440644,,R
C00440685,,R
C00440701,,R
C00440719,,D
C00440727,,R
C00440735,,D
C00440750,,D
C00440768,,R
C00440784,,I
C00440792,,R
C00440800,,R
C00440818,,R
C00440834,,D
C00440859,,D
C00440867,,D
C00440875,,D
C00440883,,R
C00440891,,D
C00440909,,D
C00440917,,D
C00440966,,R
C00440974,,R
C00440982,,D
C00441006,,R
C00441014,,R
C00441022,,D
C00441030,,R
C00441048,,R
C00441055,,D
C00441063,,D
C00441071,,R
C00441097,,D
C00441105,,D
C00441121,,D
C00441147,,R
C00441170,,D
C00441188,,D
C00441212,,R
C00441220,,R
C00441238,,R
C00441246,,D
C00441261,,R
C00441287,,R
C00441295,,R
C00441329,,R
C00441337,,D
C00441345,,R
C00441352,,R
C00441360,,H
C00441394,,R
C00441402,,D
C00441410,,R
C00441428,,R
C00441436,,D
C00441444,,D
C00441451,,R
C00441469,,R
C00441485,,I
C00441527,,D
C00441535,,R
C00441543,,R
C00441576,,R
C00441584,,R
C00441592,,GRN
C00441600,,D
C00441618,,O
C00441626,,D
C00441634,,D
C00441642,,R
C00441659,,I
C00441667,,R
C00441691,,R
C00441709,,D
C00441717,,D
C00441725,,D
C00441774,,R
C00441790,,R
C00441808,AMERICAN KENNEL CLUB,N
C00441832,,H
C00441840,,R
C00441857,,R
C00441865,,R
C00441899,,R
C00441915,,R
C00441923,,UNK
C00441931,,R
C00441949,JSTREETPAC,D
C00441956,,R
C00441964,,NNE
C00441998,,I
C00442004,,R
C00442012,,R
C00442020,ENVIRONMENT AMERICA INC. VOTER ACTION (ABBV. 'ENVIRONMENT AMERICA VOTER ACTION'),D
C00442046,BUTTERBALL POLITICAL ACTION COMMITTEE INC,R
C00442053,,R
C00442061,,R
C00442079,,I
C00442111,,D
C00442129,,I
C00442137,,R
C00442145,,D
C00442160,,D
C00442178,,UNK
C00442194,,R
C00442210,,O
C00442228,,O
C00442236,,D
C00442244,,NPA
C00442269,,R
C00442293,,D
C00442301,,I
C00442327,,D
C00442335,,I
C00442343,,R
C00442350,,D
C00442376,,I
C00442384,,D
C00442392,,D
C00442400,,R
C00442434,"QURATE RETAIL, INC. PAC",N
C00442442,,R
C00442475,,D
C00442483,,D
C00442491,,R
C00442517,,R
C00442525,,R
C00442533,,D
C00442541,,R
C00442558,,R
C00442574,,R
C00442582,,NNE
C00442616,,D
C00442624,FIRST DISTRICT REPUBLICAN COMMITTEE,N
C00442632,,UNK
C00442640,,R
C00442657,,R
C00442665,,D
C00442681,,G
C00442723,,D
C00442731,,D
C00442749,,R
C00442764,,D
C00442772,,R
C00442780,,D
C00442798,,D
C00442806,,R
C00442814,,D
C00442822,,D
C00442830,,D
C00442863,,R
C00442871,,D
C00442921,,D
C00442939,,R
C00442947,,D
C00442962,,R
C00442970,,R
C00442988,,D
C00442996,ASSOCIATION OF EQUIPMENT MANUFACTURERS PAC,N
C00443002,,D
C00443036,,D
C00443044,,R
C00443051,,R
C00443069,,D
C00443077,,R
C00443085,,R
C00443119,,R
C00443135,,D
C00443143,,D
C00443150,,D
C00443184,,D
C00443192,,D
C00443200,,D
C00443218,,R
C00443226,,D
C00443267,,I
C00443275,,R
C00443283,,D
C00443325,,D
C00443333,,R
C00443341,,D
C00443358,,R
C00443366,,D
C00443374,,R
C00443382,,R
C00443390,,R
C00443408,,R
C00443416,,R
C00443424,,D
C00443432,,D
C00443440,,I
C00443457,,R
C00443465,,R
C00443481,,R
C00443499,,R
C00443507,,R
C00443515,,R
C00443531,,R
C00443549,,R
C00443556,,R
C00443580,LUMMIS FOR WYOMING INC.,R
C00443598,,R
C00443606,,D
C00443614,,R
C00443630,,D
C00443648,,R
C00443655,,D
C00443689,PEOPLE FOR BEN,D
C00443697,,O
C00443705,JACKIE SPEIER FOR CONGRESS,D
C00443713,,D
C00443721,,I
C00443747,,NNE
C00443754,,R
C00443762,,R
C00443770,,R
C00443788,,D
C00443796,,D
C00443804,,R
C00443812,,D
C00443820,,D
C00443838,,D
C00443846,,D
C00443853,,D
C00443861,,R
C00443879,,R
C00443903,,H
C00443911,,D
C00443952,,R
C00443960,,D
C00443978,,D
C00443986,,R
C00443994,,D
C00444000,,D
C00444018,,D
C00444034,,D
C00444067,,R
C00444075,,D
C00444083,,D
C00444091,,R
C00444109,,H
C00444117,,D
C00444125,,R
C00444133,,R
C00444158,,D
C00444166,,R
C00444174,,D
C00444182,,D
C00444190,,R
C00444208,,R
C00444216,,R
C00444224,,R
C00444232,,D
C00444240,,D
C00444257,,D
C00444265,,D
C00444273,,R
C00444281,,R
C00444299,,D
C00444307,,R
C00444315,,D
C00444323,,R
C00444331,,D
C00444349,,I
C00444372,,R
C00444380,,R
C00444398,,D
C00444406,,R
C00444422,,R
C00444430,"THE PETROLEUM ALLIANCE OF OKLAHOMA, INC. PAC (PETROLEUM ALLIANCE PAC)",R
C00444448,,D
C00444455,,R
C00444463,,R
C00444471,,R
C00444489,,R
C00444505,,R
C00444513,,I
C00444547,,R
C00444554,,R
C00444562,,R
C00444570,,R
C00444588,,R
C00444596,,D
C00444604,,D
C00444612,,R
C00444620,,R
C00444638,,I
C00444646,,R
C00444653,,D
C00444661,,D
C00444687,,D
C00444703,,R
C00444711,,R
C00444729,,R
C00444737,,R
C00444778,,D
C00444802,,D
C00444810,,D
C00444828,,D
C00444836,,R
C00444844,,D
C00444851,,D
C00444869,,R
C00444877,,R
C00444893,,R
C00444901,,D
C00444919,,R
C00444927,,R
C00444943,,R
C00444950,,D
C00444968,,R
C00444976,,R
C00444984,,D
C00444992,,R
C00445015,,R
C00445023,,R
C00445031,,I
C00445049,,D
C00445056,,D
C00445064,,D
C00445072,,D
C00445106,,D
C00445114,,D
C00445122,,R
C00445130,,D
C00445155,,D
C00445163,,D
C00445189,,D
C00445205,,R
C00445213,,D
C00445221,,D
C00445239,,D
C00445262,,I
C00445270,,D
C00445288,,D
C00445296,,R
C00445312,,D
C00445320,,D
C00445338,,R
C00445353,,R
C00445361,,D
C00445379,MAKING AMERICA PROSPEROUS PAC,R
C00445403,,D
C00445452,,D
C00445460,,D
C00445478,,R
C00445486,,D
C00445494,,R
C00445502,,D
C00445510,,R
C00445528,,D
C00445536,,R
C00445544,,R
C00445551,,R
C00445569,,R
C00445577,,R
C00445585,,D
C00445601,,R
C00445619,,G
C00445627,,R
C00445635,,D
C00445643,,D
C00445650,,D
C00445668,,R
C00445692,,R
C00445700,,R
C00445718,,R
C00445726,,D
C00445734,,D
C00445742,,I
C00445759,,NNE
C00445775,,R
C00445783,,D
C00445825,,D
C00445833,,D
C00445858,,R
C00445866,,D
C00445882,,R
C00445916,,R
C00445924,,D
C00445932,,D
C00445940,,D
C00445957,,D
C00445973,,D
C00445999,,R
C00446013,,D
C00446021,,D
C00446039,,H
C00446054,,D
C00446062,,R
C00446070,,D
C00446104,,R
C00446112,,D
C00446120,,R
C00446138,,D
C00446146,,R
C00446153,,D
C00446161,,I
C00446211,,R
C00446245,,D
C00446252,,D
