committee_id,committee_name,Political Affiliation
C00179994,,R
C00180034,,R
C00180091,,R
C00180109,,R
C00180117,,D
C00180125,,D
C00180133,,H
C00180307,,D
C00180422,,D
C00180430,,D
C00180448,,R
C00180455,,D
C00180463,,R
C00180471,,R
C00180497,,R
C00180505,,D
C00180513,,D
C00180539,,H
C00180604,,R
C00180760,,R
C00180778,,D
C00180786,,R
C00180794,,R
C00180828,,R
C00180836,,D
C00180893,,R
C00180943,,D
C00180950,,R
C00180968,,D
C00181057,,R
C00181099,,D
C00181198,,R
C00181222,,R
C00181230,,R
C00181271,,D
C00181289,,R
C00181321,,R
C00181347,,R
C00181354,,AMP
C00181446,,D
C00181461,,D
C00181479,,R
C00181487,,D
C00181511,,D
C00181552,,R
C00181610,,R
C00181628,,R
C00181636,,R
C00181644,,D
C00181651,,R
C00181669,,D
C00181685,,R
C00181701,,D
C00181750,,R
C00181875,,R
C00181883,,D
C00181917,,H
C00181990,,R
C00182030,,R
C00182048,,R
C00182055,,D
C00182063,,D
C00182071,,D
C00182089,,R
C00182097,,R
C00182121,,D
C00182154,,R
C00182162,,D
C00182188,,D
C00182204,,R
C00182212,,D
C00182220,,D
C00182238,,R
C00182279,,R
C00182287,,D
C00182295,,R
C00182345,,I
C00182352,,D
C00182386,,R
C00182394,,D
C00182428,,R
C00182436,,D
C00182451,,R
C00182469,,D
C00182477,,D
C00182485,,R
C00182493,,R
C00182501,,R
C00182519,,R
C00182527,,R
C00182535,,R
C00182568,,R
C00182576,,R
C00182592,,R
C00182600,,D
C00182618,,D
C00182667,,R
C00182675,,R
C00182683,,R
C00182691,,R
C00182758,,D
C00182766,,R
C00182782,,R
C00182790,,R
C00182816,,R
C00182824,,R
C00182832,,R
C00182857,,R
C00182865,,D
C00182873,,R
C00182881,,R
C00182907,,D
C00182915,,D
C00182923,,R
C00183012,,I
C00183038,,R
C00183046,,D
C00183053,,D
C00183061,,R
C00183079,,R
C00183095,,R
C00183103,,R
C00183111,,D
C00183129,,R
C00183137,,D
C00183160,,R
C00183202,,R
C00183210,,R
C00183228,,D
C00183236,,D
C00183244,,I
C00183251,,R
C00183285,,D
C00183293,,UNK
C00183467,,H
C00183475,,R
C00183517,,R
C00183566,,R
C00183574,,H
C00183582,,D
C00183590,,R
C00183657,,R
C00183665,,D
C00183673,,D
C00183715,,D
C00183723,,D
C00183731,,R
C00183749,,R
C00183756,,R
C00183772,,D
C00183780,,R
C00183806,,R
C00183814,,I
C00183830,,R
C00183848,,D
C00183855,,R
C00183871,,D
C00183889,,D
C00183897,,R
C00183905,,R
C00183913,,R
C00183921,,R
C00183947,,D
C00183954,,R
C00184028,"VOYA FINANCIAL, INC., POLITICAL ACTION COMMITTEE (VOYA FINANCIAL PAC)",N
C00184036,,R
C00184044,,D
C00184069,,R
C00184085,,R
C00184093,,R
C00184101,,D
C00184119,,R
C00184127,,R
C00184135,,R
C00184176,,R
C00184200,,R
C00184267,,D
C00184283,,D
C00184291,,D
C00184309,,R
C00184317,,D
C00184325,,R
C00184333,,R
C00184341,,D
C00184408,,D
C00184432,,D
C00184440,,R
C00184473,,R
C00184481,,R
C00184499,,R
C00184507,,D
C00184556,,R
C00184580,,R
C00184606,,D
C00184689,,D
C00184713,,Q
C00184721,,D
C00184739,,D
C00184754,,I
C00184770,,R
C00184788,,D
C00184804,,R
C00184812,,R
C00184820,,D
C00184887,,D
C00184911,,R
C00184929,,R
C00184937,,D
C00184945,,D
C00184952,,R
C00184960,,R
C00184978,,R
C00184986,,R
C00184994,,R
C00185009,,D
C00185017,,D
C00185025,,R
C00185033,,D
C00185041,,D
C00185058,,D
C00185066,,D
C00185074,,D
C00185082,,R
C00185090,,R
C00185132,,R
C00185140,,H
C00185157,,R
C00185199,,D
C00185207,,R
C00185215,,R
C00185223,,D
C00185231,,D
C00185249,,D
C00185256,,R
C00185264,,R
C00185272,,R
C00185280,,R
C00185322,,D
C00185363,,D
C00185371,,I
C00185389,,R
C00185397,,D
C00185421,,D
C00185439,,D
C00185447,,D
C00185462,,R
C00185470,,R
C00185488,,R
C00185496,,R
C00185504,,R
C00185512,,R
C00185520,UNIVERSAL HEALTH SERVICES EMPLOYEES' GOOD GOVERNMENT FUND,N
C00185561,,R
C00185579,,R
C00185595,,R
C00185694,ASSURANT INC. POLITICAL ACTION COMMITTEE,R
C00185728,,D
C00185736,,R
C00185744,,D
C00185751,,D
C00185769,,R
C00185785,,R
C00185793,,R
C00185801,,R
C00185819,,R
C00185827,,D
C00185892,,R
C00185900,,R
C00185918,,R
C00185934,,R
C00185983,,R
C00185991,,R
C00186015,,D
C00186023,,P
C00186064,"FEDERAL BIPARTISAN VOLUNTARY PUBLIC AFFAIRS COMMITTEE OF THE PNC FINANCIAL SERVICES GROUP, INC. (PNC",R
C00186114,,R
C00186163,,D
C00186171,,R
C00186189,,R
C00186221,,R
C00186239,,D
C00186247,,R
C00186254,,R
C00186288,"VERIZON COMMUNICATIONS, INC. POLITICAL ACTION COMMITTEE (VERIZON PAC)",N
C00186296,,D
C00186304,,D
C00186312,,R
C00186320,,R
C00186403,,R
C00186544,,R
C00186551,,D
C00186619,,D
C00186627,,R
C00186650,,D
C00186668,,R
C00186676,,R
C00186684,,D
C00186718,,R
C00186726,,UNK
C00186734,,R
C00186742,,D
C00186759,,R
C00186767,,R
C00186783,,D
C00186791,,D
C00186825,,R
C00186841,,R
C00186858,,R
C00186874,,I
C00186890,,I
C00186932,,D
C00186999,,R
C00187005,,R
C00187013,,R
C00187021,,D
C00187039,,D
C00187062,,D
C00187070,,R
C00187146,,D
C00187153,,D
C00187211,,H
C00187229,,R
C00187294,,R
C00187302,,R
C00187393,,D
C00187419,,D
C00187427,,D
C00187450,,R
C00187500,,UNK
C00187518,,I
C00187526,CITYPAC,D
C00187534,,R
C00187542,,D
C00187559,,D
C00187567,,B
C00187575,,D
C00187583,,D
C00187591,,R
C00187658,,R
C00187674,,R
C00187708,,R
C00187724,,R
C00187740,,D
C00187757,,D
C00187765,,D
C00187815,,H
C00187823,,R
C00187849,,R
C00187856,,R
C00187864,,D
C00187872,,R
C00187880,,D
C00187898,,R
C00187906,,D
C00187930,,D
C00187997,,R
C00188003,,R
C00188045,,D
C00188060,,D
C00188078,,R
C00188086,,UNK
C00188110,,D
C00188136,,H
C00188169,,D
C00188193,,D
C00188243,,D
C00188250,,D
C00188268,,R
C00188276,,D
C00188284,,D
C00188300,,R
C00188326,,R
C00188334,,D
C00188342,,D
C00188367,DEMOCRATIC PARTY OF OREGON,D
C00188375,,R
C00188383,,D
C00188391,,R
C00188409,,D
C00188474,,R
C00188482,,R
C00188490,,D
C00188508,,D
C00188540,,D
C00188557,,D
C00188581,,D
C00188599,,R
C00188607,,R
C00188615,,R
C00188649,,R
C00188656,,R
C00188664,,R
C00188680,,D
C00188698,,D
C00188730,,UNK
C00188748,,R
C00188763,,D
C00188771,,R
C00188847,,R
C00188870,,R
C00188888,,I
C00188896,,R
C00188938,,D
C00188953,,D
C00188961,,D
C00189019,,R
C00189027,,R
C00189050,,R
C00189068,,D
C00189076,,D
C00189100,,R
C00189183,,D
C00189191,,D
C00189209,,D
C00189217,,D
C00189225,,R
C00189282,,R
C00189308,,R
C00189332,,R
C00189340,,R
C00189373,,R
C00189456,,D
C00189480,,R
C00189498,,R
C00189506,,D
C00189514,,D
C00189530,,D
C00189548,,R
C00189563,,R
C00189571,,D
C00189597,,R
C00189662,,D
C00189670,,R
C00189704,,D
C00189746,,D
C00189753,,R
C00189761,,D
C00189787,,D
C00189795,,D
C00189803,,D
C00189811,,D
C00189829,,R
C00189837,,R
C00189845,,R
C00189852,,R
C00189860,,R
C00189878,,R
C00189886,,D
C00189894,,I
C00189985,,D
C00189993,,UNK
C00190017,,D
C00190025,,D
C00190066,,R
C00190074,,R
C00190082,,R
C00190090,,R
C00190108,,D
C00190132,,R
C00190140,,UNK
C00190215,,I
C00190298,,D
C00190322,,R
C00190330,,R
C00190348,,R
C00190389,,R
C00190512,,UNK
C00190553,,H
C00190561,,I
C00190579,,R
C00190603,,D
C00190611,,R
C00190629,,R
C00190660,,D
C00190686,,D
C00190694,,R
C00190819,,I
C00190827,,D
C00190868,,H
C00190892,,D
C00190900,,D
C00190934,,D
C00190942,,R
C00190975,,D
C00191056,,R
C00191064,,R
C00191106,,R
C00191155,,D
C00191163,,R
C00191197,,R
C00191205,,R
C00191239,,D
C00191247,,D
C00191288,,R
C00191296,,R
C00191304,,R
C00191320,,R
C00191338,,D
C00191353,,I
C00191403,,UNK
C00191411,,R
C00191429,,R
C00191437,,R
C00191494,,D
C00191502,,R
C00191510,,R
C00191536,,R
C00191544,,R
C00191551,,D
C00191569,,D
C00191650,,D
C00191668,,I
C00191684,,R
C00191692,,H
C00191700,,R
C00191726,,R
C00191734,,D
C00191775,,H
C00191783,,RTL
C00191809,,D
C00191890,,R
C00191932,,R
C00192021,,D
C00192039,,H
C00192047,,D
C00192062,,R
C00192070,,R
C00192120,,D
C00192146,,H
C00192161,,R
C00192187,,R
C00192245,,R
C00192286,,D
C00192351,,D
C00192427,,D
C00192559,,R
C00192567,,R
C00192575,,R
C00192583,,D
C00192591,,I
C00192609,,D
C00192641,,R
C00192674,,D
C00192682,,D
C00192765,,R
C00192773,,D
C00192799,,D
C00192914,,D
C00192997,,R
C00193037,,D
C00193052,,R
C00193078,,D
C00193201,,D
C00193219,,D
C00193250,,D
C00193268,,R
C00193276,,R
C00193284,,R
C00193334,,D
C00193342,MCCONNELL SENATE COMMITTEE,R
C00193391,,UNK
C00193433,EMILY'S LIST,D
C00193557,,R
C00193565,,R
C00193573,,R
C00193607,,D
C00193623,,R
C00193649,,D
C00193656,,R
C00193664,,D
C00193698,,R
C00193706,,R
C00193714,,D
C00193748,,R
C00193755,,R
C00193763,,D
C00193771,,D
C00193839,,UNK
C00193854,AMERICAN PHARMACISTS ASSOCIATION POLITICAL ACTION COMMITTEE,N
C00193896,,D
C00193938,,D
C00193946,,D
C00193979,,NAT
C00194043,,D
C00194050,,R
C00194076,,D
C00194100,,R
C00194142,,R
C00194159,,D
C00194167,,D
C00194217,,R
C00194290,,R
C00194308,,R
C00194381,,R
C00194399,,D
C00194464,,R
C00194480,,D
C00194530,,R
C00194555,,NAT
C00194571,,D
C00194589,,R
C00194654,,D
C00194662,,R
C00194696,,D
C00194704,,R
C00194712,,R
C00194738,,R
C00194746,BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC,D
C00194803,,R
C00194902,,D
C00194928,,UNK
C00194936,,D
C00194944,,D
C00194985,,D
C00195065,,R
C00195073,,R
C00195081,,R
C00195099,,D
C00195115,,R
C00195131,,D
C00195164,,R
C00195172,,D
C00195180,,R
C00195198,,D
C00195206,,R
C00195289,,D
C00195297,,D
C00195370,,D
C00195412,,D
C00195438,,R
C00195479,,R
C00195487,,D
C00195503,,R
C00195511,,D
C00195529,,R
C00195545,,R
C00195594,,R
C00195628,,D
C00195651,,D
C00195669,,R
C00195701,,R
C00195743,,D
C00195859,,R
C00195875,,D
C00195909,,R
C00195958,,R
C00195982,,D
C00196006,,D
C00196063,,D
C00196071,,R
C00196089,ESOP PAC,N
C00196113,,R
C00196121,,D
C00196139,,R
C00196154,,R
C00196188,,R
C00196196,,D
C00196238,,D
C00196261,,UNK
C00196279,,D
C00196287,,D
C00196329,,D
C00196337,,R
C00196345,,R
C00196352,,D
C00196378,,R
C00196402,,D
C00196410,,D
C00196493,,D
C00196501,,R
C00196527,,D
C00196550,,D
C00196568,,D
C00196576,,R
C00196592,,R
C00196683,,D
C00196691,,R
C00196717,,D
C00196733,,R
C00196741,,R
C00196774,THE MARKEY COMMITTEE,D
C00196790,,D
C00196808,,I
C00196899,,R
C00196915,,D
C00196931,,R
C00196949,,D
C00196956,,D
C00196972,,R
C00196980,,R
C00196998,,D
C00197004,,D
C00197012,,R
C00197038,,D
C00197046,,D
C00197053,,D
C00197087,,R
C00197103,AUTOMOBILE CLUB OF MICHIGAN POLITICAL ACTION COMMITTEE,R
C00197111,,D
C00197129,,R
C00197137,,R
C00197145,,D
C00197152,,R
C00197160,,R
C00197186,,D
C00197228,"ANTHEM, INC. POLITICAL ACTION COMMITTEE (ANTHEM PAC)",N
C00197236,,D
C00197285,,D
C00197293,,D
C00197301,,R
C00197350,,R
C00197376,,D
C00197418,,R
C00197426,,R
C00197442,,R
C00197459,,R
C00197467,,R
C00197483,,R
C00197525,,D
C00197558,,D
C00197566,,R
C00197582,,D
C00197590,,D
C00197608,,R
C00197616,,R
C00197640,,R
C00197673,,D
C00197699,,R
C00197707,,R
C00197715,AMERICAN PISTACHIO GROWERS PISTACHIO POLITICAL ACTION COMMITTEE,R
C00197723,,R
C00197731,,R
C00197749,THE WALT DISNEY PRODUCTIONS EMPLOYEES PAC,D
C00197756,,D
C00197764,,D
C00197798,,D
C00197814,,R
C00197871,,UNK
C00197889,,R
C00197897,,D
C00197905,,D
C00197939,,R
C00197947,,R
C00198002,,D
C00198010,,R
C00198028,,R
C00198044,,D
C00198085,,R
C00198093,,R
C00198101,,R
C00198119,,R
C00198127,,R
C00198135,,D
C00198143,,R
C00198150,,R
C00198168,,R
C00198176,,R
C00198226,,R
C00198234,,R
C00198242,,R
C00198283,,D
C00198291,,D
C00198309,,R
C00198333,,R
C00198341,,D
C00198358,,D
C00198374,,D
C00198382,,D
C00198390,,D
C00198408,,D
C00198473,,R
C00198481,,R
C00198499,,D
C00198507,,R
C00198549,,D
C00198556,,R
C00198564,,R
C00198572,,R
C00198580,,UNK
C00198614,,R
C00198622,,R
C00198630,,D
C00198648,,R
C00198671,,D
C00198689,,R
C00198697,,D
C00198705,,R
C00198713,,R
C00198721,,D
C00198747,,R
C00198754,,D
C00198762,,D
C00198770,,D
C00198788,,R
C00198796,,R
C00198838,,R
C00198846,,R
C00198887,,R
C00198895,,D
C00198903,,D
C00198911,,R
C00198937,,R
C00198945,,D
C00198960,,D
C00198978,,D
C00198994,,D
C00199000,,R
C00199026,,R
C00199075,,D
C00199083,,R
C00199091,,R
C00199109,,R
C00199117,,D
C00199125,,R
C00199141,,R
C00199174,,D
C00199182,,R
C00199190,,D
C00199208,,D
C00199216,,D
C00199273,,D
C00199281,,D
C00199299,,D
C00199331,,R
C00199349,,D
C00199356,,R
C00199364,,R
C00199372,,R
C00199380,,D
C00199398,,D
C00199414,,D
C00199422,,R
C00199430,,R
C00199448,,D
C00199505,,R
C00199513,,D
C00199521,,D
C00199539,,D
C00199596,,R
C00199604,,UNK
C00199679,,D
C00199711,HEALTH CARE SERVICE CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE,N
C00199737,,R
C00199745,,R
C00199752,,D
C00199760,,D
C00199778,,R
C00199810,,D
C00199828,,D
C00199836,,D
C00199919,,D
C00199968,,D
C00199976,,D
C00199984,,D
C00199992,,D
C00200006,,A
C00200014,,R
C00200022,,D
C00200048,,R
C00200055,,R
C00200063,,R
C00200089,OWENS CORNING BETTER GOVERNMENT FUND,R
C00200097,,D
C00200105,,R
C00200113,,R
C00200162,,D
C00200170,,D
C00200212,,D
C00200220,,D
C00200238,,D
C00200261,,R
C00200279,,R
C00200287,,R
C00200295,,D
C00200303,,D
C00200311,,R
C00200329,,NAT
C00200345,,R
C00200568,,D
C00200576,,D
C00200584,,R
C00200592,,D
C00200600,,R
C00200618,,D
C00200659,FLEISHMAN-HILLARD INC. PAC,R
C00200709,,R
C00200717,,R
C00200725,,R
C00200733,,R
C00200741,,R
C00200758,,D
C00200766,,D
C00200774,,R
C00200782,,R
C00200790,,D
C00200808,,D
C00200816,,R
C00200824,,R
C00200840,,R
C00200857,,R
C00200865,,O
C00200873,,D
C00200881,,R
C00200899,,R
C00200907,DOMINION ENERGY INC. SCANA POLITICAL ACTION COMMITTEE,R
C00200923,,R
C00200931,,R
C00200956,,R
C00200964,,D
C00200972,,R
C00200998,,D
C00201004,,R
C00201012,,D
C00201020,,R
C00201038,,D
C00201046,,R
C00201053,,D
C00201145,,D
C00201152,,R
C00201160,,R
C00201178,,R
C00201228,,D
C00201236,,R
C00201244,,R
C00201251,,D
C00201277,,R
C00201285,,H
C00201301,,R
C00201319,,D
C00201327,,D
C00201335,,D
C00201343,,UNK
C00201350,,R
C00201368,,D
C00201376,,D
C00201384,,R
C00201392,,D
C00201434,,D
C00201442,,D
C00201459,,R
C00201467,,D
C00201517,,I
C00201525,,D
C00201533,,D
C00201541,,D
C00201558,,R
C00201566,,R
C00201574,,R
C00201582,,R
C00201590,,D
C00201616,,R
C00201624,,D
C00201681,,D
C00201707,,D
C00201715,,R
C00201723,,R
C00201731,,D
C00201749,,R
C00201756,,R
C00201772,,D
C00201780,,R
C00201798,,UNK
C00201814,,D
C00201822,,D
C00201830,,R
C00201855,,D
C00201871,NATIONAL PORK PRODUCERS COUNCIL PORK PAC,R
C00201889,,R
C00201962,,D
C00201970,,D
C00201988,,D
C00202010,,D
C00202028,,D
C00202036,,D
C00202044,,D
C00202069,,D
C00202119,,D
C00202127,,D
C00202135,,R
C00202176,,D
C00202192,,D
C00202226,,D
C00202234,,R
C00202242,,D
C00202259,,R
C00202275,,D
C00202283,,D
C00202291,,R
C00202309,,D
C00202317,,D
C00202325,,D
C00202333,,D
C00202341,,D
C00202358,,R
C00202366,,D
C00202374,,D
C00202382,,R
C00202390,,R
C00202408,,R
C00202416,JOHN LEWIS FOR CONGRESS,D
C00202424,,D
C00202432,,D
C00202440,,R
C00202457,,D
C00202499,,R
C00202507,,D
C00202515,,R
C00202523,,R
C00202531,,R
C00202549,,D
C00202556,,D
C00202572,,D
C00202598,,Q
C00202648,,R
C00202663,,D
C00202671,,D
C00202697,,R
C00202713,,R
C00202739,,D
C00202747,,R
C00202754,,D
C00202762,,R
C00202770,,R
C00202887,,R
C00202895,,R
C00202903,,D
C00202937,,I
C00202945,,R
C00202960,,R
C00202986,,R
C00203000,,D
C00203018,,D
C00203026,,D
C00203042,,R
C00203075,,D
C00203083,,I
C00203091,,D
C00203109,,D
C00203133,,I
C00203141,,D
C00203158,,D
C00203166,,R
C00203174,,R
C00203190,,D
C00203208,,D
C00203216,,R
C00203224,,D
C00203240,,D
C00203265,,D
C00203273,,D
C00203281,,R
C00203307,,D
C00203315,,R
C00203323,,UNK
C00203331,,R
C00203349,,R
C00203356,,UNK
C00203372,,R
C00203380,,D
C00203398,,R
C00203406,,D
C00203414,,D
C00203448,,D
C00203455,,R
C00203463,,R
C00203471,,D
C00203521,,D
C00203554,,D
C00203562,,D
C00203588,,R
C00203612,,D
C00203620,,R
C00203638,,R
C00203646,,D
C00203687,,I
C00203703,,D
C00203711,,D
C00203729,,D
C00203737,,R
C00203745,,R
C00203752,,R
C00203760,,D
C00203794,,R
C00203802,,R
C00203836,,D
C00203844,,D
C00203851,,R
C00203869,,D
C00203885,,D
C00203901,,D
C00203919,,R
C00203927,,D
C00203935,,I
C00203968,,D
C00203976,,R
C00204032,,D
C00204040,,R
C00204057,,R
C00204065,,R
C00204073,,D
C00204099,DEERE & COMPANY PAC (AKA JOHN DEERE PAC),R
C00204115,,R
C00204131,,D
C00204149,,R
C00204156,,D
C00204164,,D
C00204172,,R
C00204180,,NAT
C00204214,,D
C00204222,,D
C00204255,,D
C00204271,,R
C00204289,,D
C00204297,,R
C00204321,,D
C00204339,,R
C00204347,,D
C00204354,,R
C00204362,,R
C00204370,,D
C00204404,,D
C00204412,,D
C00204420,,D
C00204438,,R
C00204446,,D
C00204487,,D
C00204495,,D
C00204503,,R
C00204511,,R
C00204529,,R
C00204537,,R
C00204545,,D
C00204552,,D
C00204560,,R
C00204578,,R
C00204610,,D
C00204636,,R
C00204644,,R
C00204651,,R
C00204669,,D
C00204677,,D
C00204685,,D
C00204693,,R
C00204701,,R
C00204719,,R
C00204727,,D
C00204735,,R
C00204792,,I
C00204800,,R
C00204818,,D
C00204826,,D
C00204834,,D
C00204842,,R
C00204875,,R
C00204883,,D
C00204925,,D
C00204933,,R
C00204941,,D
C00204958,,R
C00204966,,D
C00204974,,D
C00205054,,R
C00205062,,D
C00205070,,R
C00205088,,R
C00205096,,D
C00205104,,D
C00205153,,D
C00205161,,R
C00205179,,D
C00205187,,R
C00205195,,R
C00205203,,D
C00205211,,R
C00205237,,D
C00205245,,D
C00205252,,D
C00205260,,R
C00205278,,D
C00205286,,D
C00205302,,R
C00205310,,D
C00205328,,R
C00205336,,D
C00205344,,D
C00205351,,R
C00205377,,D
C00205385,,D
C00205450,,D
C00205468,,D
C00205484,,D
C00205534,,D
C00205542,,D
C00205559,,R
C00205567,,D
C00205575,,R
C00205583,,R
C00205609,,R
C00205617,,D
C00205625,,R
C00205633,,D
C00205641,,D
C00205658,,R
C00205666,,D
C00205674,,R
C00205682,,R
C00205690,,D
C00205708,,D
C00205757,,D
C00205781,,D
C00205799,,R
C00205807,,D
C00205815,,D
C00205823,,R
C00205831,,D
C00205849,,R
C00205856,,D
C00205914,,D
C00205922,,D
C00205930,,D
C00205963,,D
C00205971,,R
C00205989,,R
C00205997,,D
C00206011,,R
C00206029,,D
C00206037,,R
C00206078,,D
C00206086,,R
C00206094,,R
C00206136,AMEREN FEDERAL POLITICAL ACTION COMMITTEE (AMERENFED PAC),R
C00206144,,R
C00206151,,D
C00206169,,R
C00206185,,D
C00206193,,UNK
C00206201,,R
C00206219,,D
C00206227,,D
C00206276,,D
C00206284,,D
C00206292,,R
C00206300,,D
C00206318,,D
C00206326,,R
C00206342,,R
C00206359,,R
C00206367,,D
C00206375,,D
C00206383,,D
C00206391,,R
C00206425,,P
C00206433,,R
C00206441,,R
C00206540,,R
C00206573,,D
C00206581,,I
C00206599,,D
C00206607,,D
C00206615,,D
C00206623,,D
C00206631,,D
C00206649,,D
C00206672,NEWMONT CORPORATION PAC (NEWPAC),R
C00206680,,R
C00206698,,R
C00206706,,R
C00206714,,Q
C00206722,,R
C00206730,,R
C00206748,,D
C00206755,,R
C00206763,,D
C00206771,,R
C00206789,,R
C00206805,,D
C00206813,,D
C00206821,,D
C00206839,,R
C00206888,,D
C00206904,,D
C00206912,,D
C00206920,,R
C00206938,,D
C00206946,,D
C00206953,,D
C00206961,,D
C00206979,,R
C00207050,,D
C00207076,,D
C00207084,,R
C00207100,,D
C00207118,,D
C00207126,,R
C00207142,,D
C00207159,,R
C00207167,,D
C00207175,,R
C00207183,,R
C00207191,,D
C00207209,,D
C00207217,,D
C00207225,,P
C00207233,,D
C00207241,,R
C00207258,XEROX CORPORATION POLITICAL ACTION COMMITTEE (XPAC),D
C00207316,,P
C00207324,,R
C00207332,,R
C00207357,,D
C00207399,,R
C00207407,,D
C00207415,,D
C00207423,,D
C00207431,,R
C00207480,,R
C00207498,,D
C00207514,,R
C00207522,,D
C00207530,,R
C00207548,,D
C00207597,,D
C00207605,,R
C00207613,,D
C00207662,,D
C00207670,,D
C00207712,,R
C00207803,,R
C00207811,,R
C00207829,,D
C00207837,,D
C00207845,,D
C00207886,,D
C00207894,,R
C00207928,,D
C00207936,,D
C00207944,,D
C00207951,,D
C00207969,NATIONAL CUSTOMS BROKERS & FORWARDERS ASSOCIATION PAC,R
C00207993,,R
C00208009,,D
C00208017,,D
C00208025,,D
C00208033,,R
C00208041,,D
C00208058,,D
C00208090,,R
C00208108,,R
C00208132,,D
C00208140,,D
C00208157,,D
C00208165,,D
C00208199,,R
C00208207,,R
C00208215,,R
C00208264,,R
C00208280,,R
C00208348,,D
C00208355,,R
C00208454,,UNK
C00208470,,R
C00208488,,R
C00208496,,D
C00208504,,R
C00208546,,D
C00208579,,R
C00208587,,D
C00208595,,R
C00208603,,R
C00208611,,D
C00208629,,R
C00208637,,D
C00208702,,D
C00208710,,R
C00208728,,D
C00208736,,R
C00208744,,R
C00208751,,D
C00208769,,D
C00208785,,R
C00208892,,D
C00208900,,D
C00208918,,D
C00208926,,D
C00208934,,R
C00208942,,D
C00208959,,R
C00208975,,R
C00208991,NEVADA STATE DEMOCRATIC PARTY,D
C00209007,,D
C00209015,,D
C00209023,,D
C00209031,,R
C00209049,,I
C00209056,,D
C00209064,,D
C00209106,,R
C00209114,,R
C00209130,,D
C00209148,,I
C00209155,,R
C00209163,,R
C00209171,,D
C00209221,,D
C00209239,,R
C00209247,,R
C00209338,,D
C00209429,,D
C00209437,,R
C00209452,,D
C00209460,,D
C00209494,,D
C00209510,,LAB
C00209536,,D
C00209577,,D
C00209585,,D
C00209601,,R
C00209619,,D
C00209635,,R
C00209643,,R
C00209650,,D
C00209668,,D
C00209676,,D
C00209684,,R
C00209692,,D
C00209700,,D
C00209726,,D
C00209742,,R
C00209759,,H
C00209767,,D
C00209775,,R
C00209866,,D
C00209874,,D
C00209882,,R
C00209890,,R
C00209908,,D
C00209916,,R
C00209924,,R
C00209932,,I
C00209965,,R
C00209973,,R
C00209981,,D
C00209999,,D
C00210005,,D
C00210013,,I
C00210062,,D
C00210120,,UNK
C00210153,,D
C00210161,,R
C00210203,,D
C00210211,,R
C00210229,,D
C00210237,,D
C00210252,,R
C00210260,,D
C00210286,,R
C00210328,,R
C00210336,,D
C00210344,,D
C00210369,,D
C00210377,,R
C00210385,,R
C00210393,,D
C00210401,,D
C00210427,,D
C00210435,,R
C00210443,,R
C00210450,,R
C00210468,,D
C00210492,,R
C00210500,,R
C00210567,,R
C00210575,,D
C00210583,,D
C00210591,,R
C00210609,,R
C00210682,,D
C00210690,,I
C00210708,,I
C00210732,,R
C00210740,,R
C00210757,,R
C00210765,,D
C00210773,,D
C00210781,,D
C00210831,,R
C00210849,,R
C00210948,,D
C00210955,,I
C00210963,,Q
C00210971,,D
C00210989,,R
C00210997,,R
C00211052,,R
C00211094,,D
C00211169,,D
C00211193,,D
C00211201,,UNK
C00211268,,R
C00211292,,R
C00211334,,R
C00211367,,I
C00211425,,D
C00211433,,D
C00211458,,I
C00211474,,R
C00211557,,D
C00211649,,D
C00211680,,D
C00211748,,I
C00211763,,D
C00211771,,D
C00211789,,D
C00211805,,I
C00211813,,UNK
C00211821,,UNK
C00211854,,D
C00211862,,R
C00211870,,PFD
C00211888,,H
C00211896,,D
C00211912,,I
C00211920,,D
C00212050,,D
C00212068,,I
C00212076,,D
C00212118,,R
C00212134,,A
C00212159,,D
C00212167,,I
C00212175,,D
C00212183,,D
C00212217,,AMP
C00212225,,POP
C00212233,,R
C00212274,,D
C00212282,,I
C00212324,,R
C00212365,,D
C00212399,,D
C00212449,,D
C00212464,,UNK
C00212472,,UNK
C00212480,,R
C00212555,,UNK
C00212563,,D
C00212647,,D
C00212654,,D
C00212662,,AMP
C00212670,,R
C00212688,,D
C00212696,,D
C00212787,,D
C00212837,,D
C00212845,,D
C00212852,,UNK
C00212860,,R
C00213017,,D
C00213025,,Q
C00213033,,D
C00213041,,R
C00213082,,R
C00213116,,D
C00213124,,D
C00213165,,D
C00213181,,R
C00213207,,UNK
C00213264,,D
C00213298,,D
C00213306,,D
C00213314,,D
C00213363,,D
C00213405,,D
C00213413,,D
C00213488,,R
C00213496,,D
C00213504,,D
C00213512,NANCY PELOSI FOR CONGRESS,D
C00213538,,R
C00213546,,D
C00213553,,UNK
C00213611,,D
C00213629,,D
C00213637,,D
C00213678,,R
C00213686,,H
C00213728,,R
C00213777,,D
C00213835,,UNK
C00213884,,D
C00213892,,D
C00213900,,D
C00213918,,R
C00213967,,R
C00213983,,R
C00213991,,H
C00214049,,R
C00214056,,D
C00214080,,I
C00214098,,UNK
C00214106,,R
C00214114,,R
C00214122,,D
C00214130,,R
C00214148,AMERICAN PEANUT SHELLERS ASSOCIATION POLITICAL ACTION COMMITTEE,R
C00214155,,D
C00214171,,R
C00214189,,R
C00214205,,D
C00214213,,D
C00214221,,R
C00214262,,R
C00214320,,R
